Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;FDP Erststimmen;GRÜNE Erststimmen;Linke Erststimmen;REP Erststimmen;NPD Erststimmen;ödp Erststimmen;BüSo Erststimmen;ddp Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;Jansen Erststimmen;PBC Erststimmen;parteiunabhängig Erststimmen;Sonstige Erststimmen;;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;FDP Erststimmen in %;GRÜNE Erststimmen in %;Linke Erststimmen in %;REP Erststimmen in %;NPD Erststimmen in %;ödp Erststimmen in %;BüSo Erststimmen in %;ddp Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;Jansen Erststimmen in %;PBC Erststimmen in %;parteiunabhängig Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;FDP Zweitstimmen;GRÜNE Zweitstimmen;Linke Zweitstimmen;REP Zweitstimmen;NPD Zweitstimmen;ödp Zweitstimmen;BüSo Zweitstimmen;ddp Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;Jansen Zweitstimmen;PBC Zweitstimmen;parteiunabhängig Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;FDP Zweitstimmen in %;GRÜNE Zweitstimmen in %;Linke Zweitstimmen in %;REP Zweitstimmen in %;NPD Zweitstimmen in %;ödp Zweitstimmen in %;BüSo Zweitstimmen in %;ddp Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;Jansen Zweitstimmen in %;PBC Zweitstimmen in %;parteiunabhängig Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
2232310050209;Morbach/Hundheim;548;481;67;0;364;61;67,2;1;16;348;4,4;95,6;109;104;10;33;47;;;;;;45;;;;;;;;;;;;;;;31,3;29,9;2,9;9,5;13,5;;;;;;12,9;;;;;;;;;;;;;;;11;353;3;97;135;117;10;40;28;13;1;0;1;0;8;0;;;;;;;;;;;;;;38,2;33,1;2,8;11,3;7,9;3,7;0,3;0;0,3;0;2,3;0;;;;;;;;;;;;;;;;1;1;29.03.2011 10:30
2232310050210;Morbach/Hunolstein;186;165;21;0;129;19;70,1;1;5;124;3,9;96,1;20;54;2;19;5;;;;;;24;;;;;;;;;;;;;;;16,1;43,5;1,6;15,3;4;;;;;;19,4;;;;;;;;;;;;;;;8;121;6,2;93,8;19;54;2;22;2;1;1;0;0;0;20;0;;;;;;;;;;;;;;15,7;44,6;1,7;18,2;1,7;0,8;0,8;0;0;0;16,5;0;;;;;;;;;;;;;;;;1;1;27.03.2011 19:01
2232310050211;Morbach/Merscheid;306;277;29;0;199;29;65;1;7;192;3,5;96,5;58;64;3;19;4;;;;;;44;;;;;;;;;;;;;;;30,2;33,3;1,6;9,9;2,1;;;;;;22,9;;;;;;;;;;;;;;;11;188;5,5;94,5;57;64;4;30;3;1;1;1;0;0;27;0;;;;;;;;;;;;;;30,3;34;2,1;16;1,6;0,5;0,5;0,5;0;0;14,4;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:53
2232310050212;Morbach/Morbach;2512;2144;368;0;1358;341;54,6;1;43;1315;3,2;96,8;254;553;38;133;45;;;;;;292;;;;;;;;;;;;;;;19,3;42,1;2,9;10,1;3,4;;;;;;22,2;;;;;;;;;;;;;;;49;1309;3,6;96,4;319;577;44;161;32;4;3;2;0;1;158;8;;;;;;;;;;;;;;24,4;44,1;3,4;12,3;2,4;0,3;0,2;0,2;0;0,1;12,1;0,6;;;;;;;;;;;;;;;;2;2;29.03.2011 10:31
2232310050213;Morbach/Morscheid-Riedenburg;400;377;23;0;220;22;55,1;1;8;212;3,6;96,4;59;60;4;18;8;;;;;;63;;;;;;;;;;;;;;;27,8;28,3;1,9;8,5;3,8;;;;;;29,7;;;;;;;;;;;;;;;15;205;6,8;93,2;70;70;4;16;6;1;1;0;0;0;37;0;;;;;;;;;;;;;;34,1;34,1;2;7,8;2,9;0,5;0,5;0;0;0;18;0;;;;;;;;;;;;;;;;1;1;27.03.2011 19:08
2232310050214;Morbach/Odert;75;74;1;0;32;1;42,7;1;2;30;6,3;93,8;11;9;0;3;6;;;;;;1;;;;;;;;;;;;;;;36,7;30;0;10;20;;;;;;3,3;;;;;;;;;;;;;;;1;31;3,1;96,9;9;7;2;4;4;1;1;0;0;0;3;0;;;;;;;;;;;;;;29;22,6;6,5;12,9;12,9;3,2;3,2;0;0;0;9,7;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:36
2232310050215;Morbach/Rapperath;354;313;41;0;228;40;64,6;1;10;218;4,4;95,6;45;100;7;18;8;;;;;;40;;;;;;;;;;;;;;;20,6;45,9;3,2;8,3;3,7;;;;;;18,3;;;;;;;;;;;;;;;9;219;3,9;96,1;55;103;9;28;4;0;0;0;0;2;17;1;;;;;;;;;;;;;;25,1;47;4,1;12,8;1,8;0;0;0;0;0,9;7,8;0,5;;;;;;;;;;;;;;;;1;1;27.03.2011 19:28
2232310050216;Morbach/Wederath;170;138;32;0;109;29;65,3;1;6;103;5,5;94,5;24;38;4;11;8;;;;;;18;;;;;;;;;;;;;;;23,3;36,9;3,9;10,7;7,8;;;;;;17,5;;;;;;;;;;;;;;;4;105;3,7;96,3;37;33;5;15;7;0;0;0;0;3;4;1;;;;;;;;;;;;;;35,2;31,4;4,8;14,3;6,7;0;0;0;0;2,9;3,8;1;;;;;;;;;;;;;;;;1;1;29.03.2011 10:32
2232310050217;Morbach/Weiperath;242;220;22;0;171;20;71,3;1;17;154;9,9;90,1;43;57;4;6;7;;;;;;37;;;;;;;;;;;;;;;27,9;37;2,6;3,9;4,5;;;;;;24;;;;;;;;;;;;;;;15;156;8,8;91,2;48;69;5;8;4;2;0;0;0;0;19;1;;;;;;;;;;;;;;30,8;44,2;3,2;5,1;2,6;1,3;0;0;0;0;12,2;0,6;;;;;;;;;;;;;;;;1;1;27.03.2011 19:09
2232310050218;Morbach/Wenigerath;232;206;26;0;155;24;67,4;1;14;141;9;91;32;69;3;7;5;;;;;;25;;;;;;;;;;;;;;;22,7;48,9;2,1;5;3,5;;;;;;17,7;;;;;;;;;;;;;;;6;149;3,9;96,1;43;80;4;6;6;0;1;0;0;0;8;1;;;;;;;;;;;;;;28,9;53,7;2,7;4;4;0;0,7;0;0;0;5,4;0,7;;;;;;;;;;;;;;;;1;1;27.03.2011 18:58
2232310050219;Morbach/Wolzburg;134;132;2;0;81;1;60,9;1;3;78;3,7;96,3;21;18;2;5;9;;;;;;23;;;;;;;;;;;;;;;26,9;23,1;2,6;6,4;11,5;;;;;;29,5;;;;;;;;;;;;;;;5;76;6,2;93,8;29;24;2;4;9;0;0;0;0;0;8;0;;;;;;;;;;;;;;38,2;31,6;2,6;5,3;11,8;0;0;0;0;0;10,5;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:38
2232310100000;Bernkastel-Kues, VG;18754;15810;2944;0;12097;2748;64,5;2;409;11688;3,4;96,6;2984;5500;637;1790;367;;;;;;410;;;;;;;;;;;;;;;25,5;47,1;5,5;15,3;3,1;;;;;;3,5;;;;;;;;;;;;;;;376;11721;3,1;96,9;3531;4773;702;1791;289;31;68;18;7;85;301;125;;;;;;;;;;;;;;30,1;40,7;6;15,3;2,5;0,3;0,6;0,2;0,1;0,7;2,6;1,1;;;;;;;;;;;;;;;;32;32;28.03.2011 15:52
2232310100800;Bernkastel-Kues;5428;4323;1105;0;3228;1044;59,5;2;105;3123;3,3;96,7;664;1467;243;572;93;;;;;;84;;;;;;;;;;;;;;;21,3;47;7,8;18,3;3;;;;;;2,7;;;;;;;;;;;;;;;97;3131;3;97;861;1316;231;512;70;6;12;7;1;17;51;47;;;;;;;;;;;;;;27,5;42;7,4;16,4;2,2;0,2;0,4;0,2;0;0,5;1,6;1,5;;;;;;;;;;;;;;;;8;8;28.03.2011 14:44
2232310101200;Brauneberg;943;784;159;0;613;148;65;2;25;588;4,1;95,9;133;316;38;67;17;;;;;;17;;;;;;;;;;;;;;;22,6;53,7;6,5;11,4;2,9;;;;;;2,9;;;;;;;;;;;;;;;24;589;3,9;96,1;155;247;52;83;21;2;10;0;0;3;11;5;;;;;;;;;;;;;;26,3;41,9;8,8;14,1;3,6;0,3;1,7;0;0;0,5;1,9;0,8;;;;;;;;;;;;;;;;3;3;28.03.2011 14:50
2232310101600;Burgen;491;420;71;0;307;66;62,5;2;9;298;2,9;97,1;138;84;20;38;10;;;;;;8;;;;;;;;;;;;;;;46,3;28,2;6,7;12,8;3,4;;;;;;2,7;;;;;;;;;;;;;;;10;297;3,3;96,7;133;80;24;41;10;1;4;0;0;0;3;1;;;;;;;;;;;;;;44,8;26,9;8,1;13,8;3,4;0,3;1,3;0;0;0;1;0,3;;;;;;;;;;;;;;;;1;1;27.03.2011 19:47
2232310103000;Erden;324;283;41;0;242;39;74,7;2;9;233;3,7;96,3;49;135;11;30;4;;;;;;4;;;;;;;;;;;;;;;21;57,9;4,7;12,9;1,7;;;;;;1,7;;;;;;;;;;;;;;;10;232;4,1;95,9;56;115;18;34;3;1;1;0;0;2;2;0;;;;;;;;;;;;;;24,1;49,6;7,8;14,7;1,3;0,4;0,4;0;0;0,9;0,9;0;;;;;;;;;;;;;;;;1;1;28.03.2011 14:59
2232310104000;Gornhausen;180;168;12;0;137;9;76,1;2;1;136;0,7;99,3;37;58;7;14;5;;;;;;15;;;;;;;;;;;;;;;27,2;42,6;5,1;10,3;3,7;;;;;;11;;;;;;;;;;;;;;;1;136;0,7;99,3;45;50;7;17;2;0;0;0;0;0;13;2;;;;;;;;;;;;;;33,1;36,8;5,1;12,5;1,5;0;0;0;0;0;9,6;1,5;;;;;;;;;;;;;;;;1;1;27.03.2011 18:46
2232310104100;Graach an der Mosel;569;499;70;0;355;65;62,4;2;18;337;5,1;94,9;76;149;15;63;19;;;;;;15;;;;;;;;;;;;;;;22,6;44,2;4,5;18,7;5,6;;;;;;4,5;;;;;;;;;;;;;;;17;338;4,8;95,2;94;126;13;67;13;2;1;0;0;4;16;2;;;;;;;;;;;;;;27,8;37,3;3,8;19,8;3,8;0,6;0,3;0;0;1,2;4,7;0,6;;;;;;;;;;;;;;;;2;2;28.03.2011 15:08
2232310105600;Hochscheid;202;189;13;0;144;12;71,3;2;4;140;2,8;97,2;68;33;4;23;4;;;;;;8;;;;;;;;;;;;;;;48,6;23,6;2,9;16,4;2,9;;;;;;5,7;;;;;;;;;;;;;;;5;139;3,5;96,5;80;23;7;16;6;1;0;0;0;1;2;3;;;;;;;;;;;;;;57,6;16,5;5;11,5;4,3;0,7;0;0;0;0,7;1,4;2,2;;;;;;;;;;;;;;;;1;1;27.03.2011 18:59
2232310106600;Kesten;317;293;24;0;232;22;73,2;2;11;221;4,7;95,3;45;144;7;14;6;;;;;;5;;;;;;;;;;;;;;;20,4;65,2;3,2;6,3;2,7;;;;;;2,3;;;;;;;;;;;;;;;16;216;6,9;93,1;54;114;10;18;5;0;1;0;0;9;5;0;;;;;;;;;;;;;;25;52,8;4,6;8,3;2,3;0;0,5;0;0;4,2;2,3;0;;;;;;;;;;;;;;;;1;1;27.03.2011 19:43
2232310107000;Kleinich;571;486;85;0;379;75;66,4;2;5;374;1,3;98,7;149;132;17;56;5;;;;;;15;;;;;;;;;;;;;;;39,8;35,3;4,5;15;1,3;;;;;;4;;;;;;;;;;;;;;;5;374;1,3;98,7;186;86;24;54;4;0;5;0;0;0;12;3;;;;;;;;;;;;;;49,7;23;6,4;14,4;1,1;0;1,3;0;0;0;3,2;0,8;;;;;;;;;;;;;;;;1;1;27.03.2011 19:03
2232310107100;Kommen;242;203;39;0;150;34;62;2;6;144;4;96;29;64;19;19;3;;;;;;10;;;;;;;;;;;;;;;20,1;44,4;13,2;13,2;2,1;;;;;;6,9;;;;;;;;;;;;;;;5;145;3,3;96,7;37;56;17;21;2;2;0;1;0;2;7;0;;;;;;;;;;;;;;25,5;38,6;11,7;14,5;1,4;1,4;0;0,7;0;1,4;4,8;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:47
2232310107500;Lieser;1012;900;112;0;604;108;59,7;2;21;583;3,5;96,5;140;304;19;80;19;;;;;;21;;;;;;;;;;;;;;;24;52,1;3,3;13,7;3,3;;;;;;3,6;;;;;;;;;;;;;;;20;584;3,3;96,7;161;263;27;82;16;3;5;1;0;4;16;6;;;;;;;;;;;;;;27,6;45;4,6;14;2,7;0,5;0,9;0,2;0;0,7;2,7;1;;;;;;;;;;;;;;;;1;1;27.03.2011 19:20
2232310107600;Lösnich;342;297;45;0;259;41;75,7;2;10;249;3,9;96,1;58;125;13;33;10;;;;;;10;;;;;;;;;;;;;;;23,3;50,2;5,2;13,3;4;;;;;;4;;;;;;;;;;;;;;;11;248;4,2;95,8;63;122;12;36;4;0;1;0;0;1;6;3;;;;;;;;;;;;;;25,4;49,2;4,8;14,5;1,6;0;0,4;0;0;0,4;2,4;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 18:38
2232310107700;Longkamp;941;838;103;0;577;97;61,3;2;27;550;4,7;95,3;160;242;19;80;18;;;;;;31;;;;;;;;;;;;;;;29,1;44;3,5;14,5;3,3;;;;;;5,6;;;;;;;;;;;;;;;17;560;2,9;97,1;184;219;17;92;16;1;4;0;0;0;25;2;;;;;;;;;;;;;;32,9;39,1;3;16,4;2,9;0,2;0,7;0;0;0;4,5;0,4;;;;;;;;;;;;;;;;1;1;28.03.2011 15:39
2232310108100;Maring-Noviand;1214;1024;190;0;864;178;71,2;2;31;833;3,6;96,4;204;422;26;109;44;;;;;;28;;;;;;;;;;;;;;;24,5;50,7;3,1;13,1;5,3;;;;;;3,4;;;;;;;;;;;;;;;20;844;2,3;97,7;248;370;28;116;24;1;4;2;3;21;21;6;;;;;;;;;;;;;;29,4;43,8;3,3;13,7;2,8;0,1;0,5;0,2;0,4;2,5;2,5;0,7;;;;;;;;;;;;;;;;2;2;27.03.2011 19:16
2232310108700;Monzelfeld;1007;888;119;0;644;110;64;2;20;624;3,1;96,9;177;325;18;71;18;;;;;;15;;;;;;;;;;;;;;;28,4;52,1;2,9;11,4;2,9;;;;;;2,4;;;;;;;;;;;;;;;25;619;3,9;96,1;211;280;15;72;14;2;4;0;0;1;16;4;;;;;;;;;;;;;;34,1;45,2;2,4;11,6;2,3;0,3;0,6;0;0;0,2;2,6;0,6;;;;;;;;;;;;;;;;1;1;27.03.2011 19:39
2232310109000;Mülheim (Mosel);825;724;101;0;511;94;61,9;2;12;499;2,3;97,7;169;195;37;73;12;;;;;;13;;;;;;;;;;;;;;;33,9;39,1;7,4;14,6;2,4;;;;;;2,6;;;;;;;;;;;;;;;14;497;2,7;97,3;181;147;50;85;10;0;1;2;0;4;11;6;;;;;;;;;;;;;;36,4;29,6;10,1;17,1;2;0;0,2;0,4;0;0,8;2,2;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 19:48
2232310112500;Ürzig;751;600;151;0;528;137;70,3;2;15;513;2,8;97,2;108;248;31;90;13;;;;;;23;;;;;;;;;;;;;;;21,1;48,3;6;17,5;2,5;;;;;;4,5;;;;;;;;;;;;;;;12;516;2,3;97,7;118;231;42;79;10;0;7;2;1;8;13;5;;;;;;;;;;;;;;22,9;44,8;8,1;15,3;1,9;0;1,4;0,4;0,2;1,6;2,5;1;;;;;;;;;;;;;;;;1;1;27.03.2011 19:12
2232310112600;Veldenz;739;664;75;0;438;67;59,3;2;16;422;3,7;96,3;165;153;17;58;19;;;;;;10;;;;;;;;;;;;;;;39,1;36,3;4;13,7;4,5;;;;;;2,4;;;;;;;;;;;;;;;13;425;3;97;193;108;33;57;17;0;2;0;1;2;8;4;;;;;;;;;;;;;;45,4;25,4;7,8;13,4;4;0;0,5;0;0,2;0,5;1,9;0,9;;;;;;;;;;;;;;;;1;1;28.03.2011 15:52
2232310113300;Wintrich;809;735;74;0;559;73;69,1;2;22;537;3,9;96,1;136;270;34;52;17;;;;;;28;;;;;;;;;;;;;;;25,3;50,3;6,3;9,7;3,2;;;;;;5,2;;;;;;;;;;;;;;;22;537;3,9;96,1;152;236;31;62;16;7;4;1;1;2;15;10;;;;;;;;;;;;;;28,3;43,9;5,8;11,5;3;1,3;0,7;0,2;0,2;0,4;2,8;1,9;;;;;;;;;;;;;;;;1;1;27.03.2011 19:57
2232310113600;Zeltingen-Rachtig;1847;1492;355;0;1326;329;71,8;2;42;1284;3,2;96,8;279;634;42;248;31;;;;;;50;;;;;;;;;;;;;;;21,7;49,4;3,3;19,3;2,4;;;;;;3,9;;;;;;;;;;;;;;;32;1294;2,4;97,6;319;584;44;247;26;2;2;2;0;4;48;16;;;;;;;;;;;;;;24,7;45,1;3,4;19,1;2;0,2;0,2;0,2;0;0,3;3,7;1,2;;;;;;;;;;;;;;;;2;2;27.03.2011 20:04
2232310500000;Neumagen-Dhron, VG;4698;4172;526;0;2975;0;63,3;2;144;2831;4,8;95,2;832;1440;130;258;89;;;;;;82;;;;;;;;;;;;;;;29,4;50,9;4,6;9,1;3,1;;;;;;2,9;;;;;;;;;;;;;;;134;2841;4,5;95,5;919;1316;133;265;72;21;19;5;2;7;52;30;;;;;;;;;;;;;;32,3;46,3;4,7;9,3;2,5;0,7;0,7;0,2;0,1;0,2;1,8;1,1;;;;;;;;;;;;;;;;7;7;27.03.2011 19:47
2232310508600;Minheim;409;368;41;0;303;0;74,1;2;15;288;5;95;78;162;8;24;7;;;;;;9;;;;;;;;;;;;;;;27,1;56,3;2,8;8,3;2,4;;;;;;3,1;;;;;;;;;;;;;;;17;286;5,6;94,4;84;149;10;25;6;1;1;3;0;0;6;1;;;;;;;;;;;;;;29,4;52,1;3,5;8,7;2,1;0,3;0,3;1;0;0;2,1;0,3;;;;;;;;;;;;;;;;1;1;27.03.2011 19:47
2232310509200;Neumagen-Dhron;1818;1582;236;0;1108;0;60,9;2;45;1063;4,1;95,9;347;532;38;92;24;;;;;;30;;;;;;;;;;;;;;;32,6;50;3,6;8,7;2,3;;;;;;2,8;;;;;;;;;;;;;;;43;1065;3,9;96,1;387;478;43;93;18;7;4;0;0;1;21;13;;;;;;;;;;;;;;36,3;44,9;4;8,7;1,7;0,7;0,4;0;0;0,1;2;1,2;;;;;;;;;;;;;;;;3;3;27.03.2011 19:17
2232310510500;Piesport;1622;1485;137;0;987;0;60,9;2;55;932;5,6;94,4;267;448;55;101;32;;;;;;29;;;;;;;;;;;;;;;28,6;48,1;5,9;10,8;3,4;;;;;;3,1;;;;;;;;;;;;;;;37;950;3,7;96,3;289;413;53;104;28;11;10;1;2;4;24;11;;;;;;;;;;;;;;30,4;43,5;5,6;10,9;2,9;1,2;1,1;0,1;0,2;0,4;2,5;1,2;;;;;;;;;;;;;;;;2;2;27.03.2011 19:05
2232310520700;Trittenheim;849;737;112;0;577;0;68;2;29;548;5;95;140;298;29;41;26;;;;;;14;;;;;;;;;;;;;;;25,5;54,4;5,3;7,5;4,7;;;;;;2,6;;;;;;;;;;;;;;;37;540;6,4;93,6;159;276;27;43;20;2;4;1;0;2;1;5;;;;;;;;;;;;;;29,4;51,1;5;8;3,7;0,4;0,7;0,2;0;0,4;0,2;0,9;;;;;;;;;;;;;;;;1;1;27.03.2011 19:03
2232310600000;Thalfang, VG;6033;5552;481;0;4228;461;70,1;2;158;4070;3,7;96,3;2152;1188;140;314;138;;;;;;138;;;;;;;;;;;;;;;52,9;29,2;3,4;7,7;3,4;;;;;;3,4;;;;;;;;;;;;;;;203;4025;4,8;95,2;1720;1354;178;407;114;23;46;9;1;7;92;74;;;;;;;;;;;;;;42,7;33,6;4,4;10,1;2,8;0,6;1,1;0,2;0;0,2;2,3;1,8;;;;;;;;;;;;;;;;24;24;28.03.2011 14:58
2232310600600;Berglicht;388;374;14;0;271;14;69,8;2;16;255;5,9;94,1;118;94;6;13;12;;;;;;12;;;;;;;;;;;;;;;46,3;36,9;2,4;5,1;4,7;;;;;;4,7;;;;;;;;;;;;;;;18;253;6,6;93,4;89;108;7;21;12;2;2;0;0;0;6;6;;;;;;;;;;;;;;35,2;42,7;2,8;8,3;4,7;0,8;0,8;0;0;0;2,4;2,4;;;;;;;;;;;;;;;;1;1;27.03.2011 19:20
2232310601700;Burtscheid;103;96;7;0;81;7;78,6;2;0;81;0;100;64;5;4;4;2;;;;;;2;;;;;;;;;;;;;;;79;6,2;4,9;4,9;2,5;;;;;;2,5;;;;;;;;;;;;;;;2;79;2,5;97,5;54;6;2;9;0;0;4;0;0;0;2;2;;;;;;;;;;;;;;68,4;7,6;2,5;11,4;0;0;5,1;0;0;0;2,5;2,5;;;;;;;;;;;;;;;;1;1;27.03.2011 18:30
2232310601800;Deuselbach;233;214;19;0;160;18;68,7;2;8;152;5;95;76;33;10;19;7;;;;;;7;;;;;;;;;;;;;;;50;21,7;6,6;12,5;4,6;;;;;;4,6;;;;;;;;;;;;;;;4;156;2,5;97,5;67;41;8;23;6;1;4;0;0;2;2;2;;;;;;;;;;;;;;42,9;26,3;5,1;14,7;3,8;0,6;2,6;0;0;1,3;1,3;1,3;;;;;;;;;;;;;;;;1;1;27.03.2011 19:18
2232310601900;Dhronecken;102;100;2;0;75;2;73,5;2;3;72;4;96;33;16;4;5;10;;;;;;4;;;;;;;;;;;;;;;45,8;22,2;5,6;6,9;13,9;;;;;;5,6;;;;;;;;;;;;;;;4;71;5,3;94,7;26;17;3;10;8;3;2;0;0;0;0;2;;;;;;;;;;;;;;36,6;23,9;4,2;14,1;11,3;4,2;2,8;0;0;0;0;2,8;;;;;;;;;;;;;;;;1;1;27.03.2011 18:33
2232310603200;Etgert;54;50;4;0;42;4;77,8;2;4;38;9,5;90,5;18;13;3;3;1;;;;;;0;;;;;;;;;;;;;;;47,4;34,2;7,9;7,9;2,6;;;;;;0;;;;;;;;;;;;;;;4;38;9,5;90,5;12;13;5;5;1;0;1;0;0;0;1;0;;;;;;;;;;;;;;31,6;34,2;13,2;13,2;2,6;0;2,6;0;0;0;2,6;0;;;;;;;;;;;;;;;;1;1;27.03.2011 20:35
2232310603500;Gielert;123;122;1;0;76;1;61,8;2;0;76;0;100;45;23;3;3;1;;;;;;1;;;;;;;;;;;;;;;59,2;30,3;3,9;3,9;1,3;;;;;;1,3;;;;;;;;;;;;;;;3;73;3,9;96,1;36;25;3;5;2;0;0;0;0;0;1;1;;;;;;;;;;;;;;49,3;34,2;4,1;6,8;2,7;0;0;0;0;0;1,4;1,4;;;;;;;;;;;;;;;;1;1;27.03.2011 18:24
2232310604200;Gräfendhron;92;83;9;0;67;9;72,8;2;7;60;10,4;89,6;23;23;1;7;4;;;;;;2;;;;;;;;;;;;;;;38,3;38,3;1,7;11,7;6,7;;;;;;3,3;;;;;;;;;;;;;;;8;59;11,9;88,1;18;24;3;8;3;0;1;0;0;0;1;1;;;;;;;;;;;;;;30,5;40,7;5,1;13,6;5,1;0;1,7;0;0;0;1,7;1,7;;;;;;;;;;;;;;;;1;1;27.03.2011 18:50
2232310605400;Hilscheid;227;215;12;0;153;12;67,4;2;4;149;2,6;97,4;106;27;3;7;3;;;;;;3;;;;;;;;;;;;;;;71,1;18,1;2;4,7;2;;;;;;2;;;;;;;;;;;;;;;6;147;3,9;96,1;91;33;5;7;0;1;3;0;1;0;3;3;;;;;;;;;;;;;;61,9;22,4;3,4;4,8;0;0,7;2;0;0,7;0;2;2;;;;;;;;;;;;;;;;1;1;27.03.2011 18:54
2232310605800;Horath;335;320;15;0;230;13;68,7;2;8;222;3,5;96,5;57;122;10;15;3;;;;;;15;;;;;;;;;;;;;;;25,7;55;4,5;6,8;1,4;;;;;;6,8;;;;;;;;;;;;;;;6;224;2,6;97,4;55;131;12;17;4;0;2;0;0;0;3;0;;;;;;;;;;;;;;24,6;58,5;5,4;7,6;1,8;0;0,9;0;0;0;1,3;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:57
2232310606400;Immert;130;121;9;0;105;9;80,8;2;1;104;1;99;78;14;0;8;3;;;;;;1;;;;;;;;;;;;;;;75;13,5;0;7,7;2,9;;;;;;1;;;;;;;;;;;;;;;2;103;1,9;98,1;66;21;1;11;3;0;0;0;0;0;1;0;;;;;;;;;;;;;;64,1;20,4;1;10,7;2,9;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:55
2232310607800;Lückenburg;78;68;10;0;69;10;88,5;2;1;68;1,4;98,6;39;10;3;12;4;;;;;;0;;;;;;;;;;;;;;;57,4;14,7;4,4;17,6;5,9;;;;;;0;;;;;;;;;;;;;;;4;65;5,8;94,2;25;16;4;16;2;1;0;1;0;0;0;0;;;;;;;;;;;;;;38,5;24,6;6,2;24,6;3,1;1,5;0;1,5;0;0;0;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:20
2232310607900;Malborn;1130;1027;103;0;727;99;64,3;2;30;697;4,1;95,9;358;204;19;69;36;;;;;;11;;;;;;;;;;;;;;;51,4;29,3;2,7;9,9;5,2;;;;;;1,6;;;;;;;;;;;;;;;36;691;5;95;337;205;19;73;20;5;5;2;0;0;11;14;;;;;;;;;;;;;;48,8;29,7;2,7;10,6;2,9;0,7;0,7;0,3;0;0;1,6;2;;;;;;;;;;;;;;;;2;2;28.03.2011 14:23
2232310608300;Merschbach;51;46;5;0;44;5;86,3;2;5;39;11,4;88,6;11;9;5;6;2;;;;;;6;;;;;;;;;;;;;;;28,2;23,1;12,8;15,4;5,1;;;;;;15,4;;;;;;;;;;;;;;;2;42;4,5;95,5;12;8;7;6;0;0;6;0;0;0;3;0;;;;;;;;;;;;;;28,6;19;16,7;14,3;0;0;14,3;0;0;0;7,1;0;;;;;;;;;;;;;;;;1;1;27.03.2011 19:27
2232310609300;Neunkirchen;119;107;12;0;95;12;79,8;2;3;92;3,2;96,8;33;30;0;19;2;;;;;;8;;;;;;;;;;;;;;;35,9;32,6;0;20,7;2,2;;;;;;8,7;;;;;;;;;;;;;;;3;92;3,2;96,8;25;36;1;19;3;0;1;0;0;0;5;2;;;;;;;;;;;;;;27,2;39,1;1,1;20,7;3,3;0;1,1;0;0;0;5,4;2,2;;;;;;;;;;;;;;;;1;1;27.03.2011 18:38
2232310611200;Rorodt;41;40;1;0;31;1;75,6;2;2;29;6,5;93,5;18;5;0;3;0;;;;;;3;;;;;;;;;;;;;;;62,1;17,2;0;10,3;0;;;;;;10,3;;;;;;;;;;;;;;;2;29;6,5;93,5;13;6;0;6;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;44,8;20,7;0;20,7;0;0;0;0;0;0;6,9;6,9;;;;;;;;;;;;;;;;1;1;28.03.2011 14:58
2232310611500;Schönberg;178;172;6;0;128;6;71,9;2;4;124;3,1;96,9;51;53;3;8;3;;;;;;6;;;;;;;;;;;;;;;41,1;42,7;2,4;6,5;2,4;;;;;;4,8;;;;;;;;;;;;;;;3;125;2,3;97,7;40;55;4;10;2;0;1;1;0;0;7;5;;;;;;;;;;;;;;32;44;3,2;8;1,6;0;0,8;0,8;0;0;5,6;4;;;;;;;;;;;;;;;;1;1;27.03.2011 18:35
